,UniProt ID,Synonyms
99,Q8IYB8,"['Suppressor of var1 3-like protein 1', 'Suv3 like RNA helicase', 'SUPV3L1', 'SUV3-like protein 1', 'ATP-dependent RNA helicase SUPV3L1, mitochondrial', 'SUV3', 'EC 3.6.4.13']"
100,P22830,"['Protoheme ferro-lyase', 'EPP', 'EPP1', 'FECH', 'EC 4.99.1.1', 'ferrochelatase', 'FCE', 'Ferrochelatase, mitochondrial', 'Heme synthase']"
101,P46199,"['IF-2Mt', 'IF-2(Mt)', '-', 'mitochondrial translational initiation factor 2', 'IF2(mt)', 'MTIF2', 'Translation initiation factor IF-2, mitochondrial']"
102,P35232,"['PHB1', 'HEL-S-54e', 'PHB', 'HEL-215', 'Prohibitin', 'prohibitin']"
103,Q6NVY1,"['HIBYLCOAH', 'HIBYL-CoA-H', 'EC 3.1.2.4', '3-hydroxyisobutyryl-CoA hydrolase', '3-hydroxyisobutyryl-CoA hydrolase, mitochondrial', 'HIB-CoA hydrolase', '3-hydroxyisobutyryl-coenzyme A hydrolase', 'HIBCH']"
104,Q9Y399,"['CGI-91', 'mitochondrial ribosomal protein S2', 'S2mt', 'COXPD36', 'MRPS2', '28S ribosomal protein S2, mitochondrial', 'MRP-S2', 'Mitochondrial small ribosomal subunit protein uS2m']"
105,P38646,"['SIDBA4', 'Stress-70 protein, mitochondrial', 'Mortalin', 'MOT2', 'PBP74', 'MTHSP75', 'Heat shock 70 kDa protein 9', 'EVPLS', 'SAAN', 'CSA', 'MOT', '75 kDa glucose-regulated protein', 'CRP40', 'GRP-75', 'heat shock protein family A (Hsp70) member 9', 'HSPA9B', 'Peptide-binding protein 74', 'HSPA9', 'HEL-S-124m', 'GRP75']"
106,Q15526,"['Surfeit locus protein 1', 'SURF1', 'SURF1 cytochrome c oxidase assembly factor', 'CMT4K']"
107,P30048,"['HBC189', 'Protein MER5 homolog', 'Prx-III', 'peroxiredoxin 3', 'PRO1748', 'PRDX3', 'MER5', 'AOP-1', 'prx-III', 'Antioxidant protein 1', 'EC 1.11.1.24', 'Peroxiredoxin III', 'Peroxiredoxin-3', 'AOP1', 'Thioredoxin-dependent peroxiredoxin 3', 'SP-22', 'Thioredoxin-dependent peroxide reductase, mitochondrial']"
108,Q9H3K2,"['MICS1', 'DERP2', 'TMBIM5', 'Growth hormone-inducible transmembrane protein', 'Transmembrane BAX inhibitor motif-containing protein 5', 'growth hormone inducible transmembrane protein', 'Dermal papilla-derived protein 2', 'GHITM', 'Mitochondrial morphology and cristae structure 1', 'My021', 'HSPC282', 'PTD010']"
109,Q8N442,"['GTPase GUF1', 'Translation factor GUF1, mitochondrial', 'GUF1 homolog, GTPase', 'EC 3.6.5.-', 'EF-4', 'Elongation factor 4 homolog', 'GUF1', 'EIEE40', 'EF4', 'Ribosomal back-translocase']"
110,Q9Y5L4,"['TIM13B', 'Mitochondrial import inner membrane translocase subunit Tim13', 'TIMM13A', 'translocase of inner mitochondrial membrane 13', 'TIMM13', 'TIM13', 'TIMM13B', 'ppv1']"
111,Q9HD34,"['LYRM4', 'COXPD19', 'C6orf149', 'LYR motif containing 4', 'ISD11', 'LYR motif-containing protein 4', 'CGI-203']"
112,Q9NX20,"['mitochondrial ribosomal protein L16', 'MRPL16', 'MRP-L16', 'PNAS-111', '39S ribosomal protein L16, mitochondrial', 'Mitochondrial large ribosomal subunit protein uL16m', 'L16mt']"
113,Q9NQ50,"['mitochondrial ribosomal protein L40', 'Nuclear localization signal-containing protein deleted in velocardiofacial syndrome', 'MRPL22', 'URIM', 'MRP-L40', 'NLVCF', 'Mitochondrial large ribosomal subunit protein mL40', '39S ribosomal protein L40, mitochondrial', 'MRPL40', 'Up-regulated in metastasis', 'L40mt', 'MRP-L22']"
114,P51553,"['H-IDHG', 'Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial', 'NAD(+)-specific ICDH subunit gamma', 'isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma', 'Isocitric dehydrogenase subunit gamma', 'IDH3G']"
115,Q99643,"['SDH3', 'QPS1', 'SDHC', 'QPs-1', 'Succinate dehydrogenase complex subunit C', 'CYB560', 'Integral membrane protein CII-3', 'QPs1', 'PGL3', 'CYBL', 'succinate dehydrogenase complex subunit C', 'Succinate-ubiquinone oxidoreductase cytochrome B large subunit', 'Succinate dehydrogenase cytochrome b560 subunit, mitochondrial']"
116,O43674,"['NADH:ubiquinone oxidoreductase subunit B5', 'NADH-ubiquinone oxidoreductase SGDH subunit', 'CISGDH', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial', 'NDUFB5', 'Complex I-SGDH', 'SGDH', 'CI-SGDH']"
117,Q9NX18,"['succinate dehydrogenase complex assembly factor 2', 'Succinate dehydrogenase assembly factor 2, mitochondrial', 'SDH assembly factor 2', 'C11orf79', 'SDHAF2', 'PGL2', 'SDH5']"
118,Q96MF6,"['COQ10A', 'Coenzyme Q-binding protein COQ10 homolog A, mitochondrial', '-', 'coenzyme Q10A']"
119,Q99757,"['Thioredoxin, mitochondrial', 'TXN2', 'TXN', 'MT-TRX', 'COXPD29', 'Thioredoxin-2', 'TRX2', 'Mt-Trx', 'MTRX', 'thioredoxin 2']"
120,Q9NVS2,"['39S ribosomal protein S18-3, mitochondrial', 'Mrps18a', 'Mitochondrial large ribosomal subunit protein mL66', 'S18mt-a', 'MRP-S18-a', 'MRP-S18-3', 'MRPS18-3', 'MRPS18A', 'Mitochondrial large ribosomal subunit protein bS18a', 'mitochondrial ribosomal protein S18A', '39S ribosomal protein S18a, mitochondrial', 'HumanS18b', 'S18bmt']"
121,P09669,"['Cytochrome c oxidase subunit 6C', 'COX6C', '-', 'Cytochrome c oxidase polypeptide VIc', 'cytochrome c oxidase subunit 6C']"
122,Q9Y6M9,"['MC1DN24', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9', 'Complex I-B22', 'NADH-ubiquinone oxidoreductase B22 subunit', 'NADH:ubiquinone oxidoreductase subunit B9', 'LYR motif-containing protein 3', 'NDUFB9', 'B22', 'UQOR22', 'LYRM3', 'CI-B22']"
123,Q9Y6C9,"['SLC25A50', 'MTCH2', 'HSPC032', 'Met-induced mitochondrial protein', 'mitochondrial carrier 2', 'Mitochondrial carrier homolog 2', 'MIMP']"
124,P56556,"['NDUFA6', 'NADHB14', 'LYRM6', 'LYR motif-containing protein 6', 'B14', 'MC1DN33', 'NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6', 'Complex I-B14', 'NADH:ubiquinone oxidoreductase subunit A6', 'CI-B14', 'NADH-ubiquinone oxidoreductase B14 subunit']"
125,O43772,"['SLC25A20', 'Solute carrier family 25 member 20', 'solute carrier family 25 member 20', 'CAC', 'Carnitine/acylcarnitine translocase', 'Mitochondrial carnitine/acylcarnitine carrier protein', 'CACT']"
126,Q9BYD6,"['MRP-L1', 'Mitochondrial large ribosomal subunit protein uL1m', 'mitochondrial ribosomal protein L1', 'BM022', 'L1mt', 'MRPL1', 'L1MT', '39S ribosomal protein L1, mitochondrial']"
127,O43615,"['TIMM44', 'translocase of inner mitochondrial membrane 44', 'TIM44', 'Mitochondrial import inner membrane translocase subunit TIM44']"
128,Q14061,"['cytochrome c oxidase copper chaperone COX17', 'COX17', '-', 'Cytochrome c oxidase copper chaperone']"
129,Q5TGZ0,"['MINOS1', 'MICOS complex subunit MIC10', 'C1orf151', 'Mitochondrial inner membrane organizing system protein 1', 'Mic10', 'MICOS10', 'mitochondrial contact site and cristae organizing system subunit 10', 'MIO10']"
130,P04179,"['Mn-SOD', 'superoxide dismutase 2', 'IPO-B', 'Superoxide dismutase [Mn], mitochondrial', 'MNSOD', 'MVCD6', 'SOD2', 'GClnc1', 'IPOB', 'EC 1.15.1.1']"
131,P14854,"['COX VIb-1', 'Cytochrome c oxidase subunit VIb isoform 1', 'Cytochrome c oxidase subunit 6B1', 'COXG', 'cytochrome c oxidase subunit 6B1', 'COX6B1', 'COXVIb1', 'COX6B']"
132,P21796,"['VDAC-1', 'Voltage-dependent anion-selective channel protein 1', 'Plasmalemmal porin', 'Porin 31HM', 'hVDAC1', 'voltage dependent anion channel 1', 'VDAC1', 'Porin 31HL', 'Outer mitochondrial membrane protein porin 1', 'PORIN']"
133,Q16740,"['Endopeptidase Clp', 'ATP-dependent Clp protease proteolytic subunit, mitochondrial', 'caseinolytic mitochondrial matrix peptidase proteolytic subunit', 'EC 3.4.21.92', 'CLPP', 'DFNB81', 'PRLTS3']"
134,Q16836,"['HAD', 'Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase', 'HHF4', 'MSCHAD', 'HADH1', 'hydroxyacyl-CoA dehydrogenase', 'EC 1.1.1.35', 'HADH', 'Short-chain 3-hydroxyacyl-CoA dehydrogenase', 'HADHSC', 'Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial', 'HCDH', 'SCHAD']"
135,P28330,"['LCAD', 'ACAD4', 'Long-chain specific acyl-CoA dehydrogenase, mitochondrial', 'EC 1.3.8.8', 'ACADL', 'acyl-CoA dehydrogenase long chain']"
136,P24752,"['ACAT', 'THIL', 'MAT', 'Acetyl-CoA acetyltransferase, mitochondrial', 'ACAT1', 'Acetoacetyl-CoA thiolase', 'acetyl-CoA acetyltransferase 1', 'T2', 'EC 2.3.1.9']"
137,Q96EH3,"['Mitochondrial assembly of ribosomal large subunit protein 1', 'MALSU1', 'C7orf30', 'mtRsfA', 'mitochondrial assembly of ribosomal large subunit 1']"
138,O76031,"['caseinolytic mitochondrial matrix peptidase chaperone subunit X', 'ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial', 'CLPX', 'EPP2']"
139,O43181,"['MC1DN1', 'NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial', 'Complex I-AQDQ', 'CI-AQDQ', 'NADH-ubiquinone oxidoreductase 18 kDa subunit', 'Complex I-18 kDa', 'NADH:ubiquinone oxidoreductase subunit S4', 'CI-18', 'NDUFS4', 'CI-18 kDa', 'AQDQ']"
140,Q9BYD3,"['L4mt', 'mitochondrial ribosomal protein L4', 'MRP-L4', 'CGI-28', 'MRPL4', '39S ribosomal protein L4, mitochondrial', 'Mitochondrial large ribosomal subunit protein uL4m']"
141,Q07021,"['SF2p32', 'Glycoprotein gC1qBP', 'gC1qR', 'complement C1q binding protein', 'C1qBP', 'gC1q-R protein', 'SF2AP32', 'Hyaluronan-binding protein 1', 'HABP1', 'gC1Q-R', 'p32', 'Complement component 1 Q subcomponent-binding protein, mitochondrial', 'ASF/SF2-associated protein p32', 'p33', 'Mitochondrial matrix protein p32', 'C1QBP', 'GC1QBP', 'COXPD33']"
142,Q5JRX3,"['Metalloprotease 1', 'EC 3.4.24.-', 'hPreP', 'MP1', 'PreP', 'Presequence protease, mitochondrial', 'Pitrilysin metalloproteinase 1', 'PITRM1', 'pitrilysin metallopeptidase 1', 'hMP1']"
143,Q9NVA1,"['UQCC', 'BFZB', 'bFGF-repressed Zic-binding protein', 'Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog', 'Ubiquinol-cytochrome-c reductase complex assembly factor 1', 'Basic FGF-repressed Zic-binding protein', 'UQCC1', 'bFZb', 'C20orf44', 'CBP3', 'ubiquinol-cytochrome c reductase complex assembly factor 1']"
144,Q7Z7F7,"['L55mt', 'MRP-L55', 'Mitochondrial large ribosomal subunit protein mL55', 'PRO19675', 'MRPL55', 'L55nt', '39S ribosomal protein L55, mitochondrial', 'mitochondrial ribosomal protein L55', 'Mitochondrial large ribosomal subunit protein bL31m', 'AAVG5835']"
145,Q6IN84,"['-', 'MRM1', ""16S rRNA [Gm1145] 2'-O-methyltransferase"", 'mitochondrial rRNA methyltransferase 1', 'rRNA methyltransferase 1, mitochondrial', 'EC 2.1.1.-', ""16S rRNA (guanosine(1145)-2'-O)-methyltransferase""]"
146,Q9BV79,"['mitochondrial trans-2-enoyl-CoA reductase', '2-enoyl thioester reductase', 'NRBF1', 'ETR1', 'FASN2B', 'Enoyl-[acyl-carrier-protein] reductase, mitochondrial', 'NRBF-1', 'HsNrbf-1', 'MECR', 'DYTOABG', 'CGI-63', 'Nuclear receptor-binding factor 1', 'EC 1.3.1.104']"
147,Q9H9J2,"['39S ribosomal protein L44, mitochondrial', 'Mitochondrial large ribosomal subunit protein mL44', 'MRP-L44', 'MRPL44', 'L44MT', 'L44mt', 'EC 3.1.26.-', 'COXPD16', 'mitochondrial ribosomal protein L44']"
148,Q6YN16,"['Hydroxysteroid dehydrogenase-like protein 2', 'hydroxysteroid dehydrogenase like 2', 'Short chain dehydrogenase/reductase family 13C member 1', 'C9orf99', 'SDR13C1', 'HSDL2', 'EC 1.-.-.-']"
149,O60783,"['COXPD38', 'mitochondrial ribosomal protein S14', 'MRPS14', 'S14mt', 'Mitochondrial small ribosomal subunit protein uS14m', 'HSMRPS14', 'DJ262D12.2', '28S ribosomal protein S14, mitochondrial', 'MRP-S14']"
150,Q9NUT2,"['Mitochondrial ATP-binding cassette 1', 'ATP binding cassette subfamily B member 8', 'MITOSUR', 'EST328128', 'Mitochondrial sulfonylurea-receptor', 'MABC1', 'Mitochondrial potassium channel ATP-binding subunit', 'ATP-binding cassette sub-family B member 8, mitochondrial', 'M-ABC1', 'ABCB8']"
151,Q8N5M1,"['ATP12 homolog', 'ATP12', 'ATP12p', 'ATPAF2', 'ATP synthase mitochondrial F1 complex assembly factor 2', 'MC5DN1', 'LP3663']"
152,Q16795,"['CI39k', 'SDR22E1', 'CC6', 'NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial', 'NDUFS2L', 'NDUFA9', 'NADH-ubiquinone oxidoreductase 39 kDa subunit', 'Complex I-39kD', 'CI-39k', 'NADH:ubiquinone oxidoreductase subunit A9', 'COQ11', 'CI-39kD', 'MC1DN26']"
153,Q5JTJ3,"['CEMCOX4', 'cytochrome c oxidase assembly factor 6', 'COA6', 'C1orf31', 'Cytochrome c oxidase assembly factor 6 homolog']"
154,O00411,"['DNA-directed RNA polymerase, mitochondrial', 'MTRPOL', 'EC 2.7.7.6', 'RNA polymerase mitochondrial', 'MtRPOL', 'APOLMT', 'MTRNAP', 'POLRMT', 'h-mtRPOL']"
155,Q9H1K1,"['NifU-like N-terminal domain-containing protein', 'NifU-like protein', 'HML', 'Iron-sulfur cluster assembly enzyme ISCU, mitochondrial', '2310020H20Rik', 'NIFU', 'ISCU', 'NIFUN', 'hnifU', 'iron-sulfur cluster assembly enzyme', 'ISU2']"
156,Q8WWV3,"['reticulon 4 interacting protein 1', 'RTN4IP1', 'NIMP', 'NOGO-interacting mitochondrial protein', 'OPA10', 'Reticulon-4-interacting protein 1, mitochondrial']"
157,Q9ULD0,"['2-oxoglutarate dehydrogenase-like, mitochondrial', '2-oxoglutarate dehydrogenase complex component E1-like', 'EC 1.2.4.2', 'OGDHL', '-', 'Alpha-ketoglutarate dehydrogenase-like', 'OGDC-E1-like', 'oxoglutarate dehydrogenase L']"
158,P36542,"['ATP synthase subunit gamma, mitochondrial', 'ATP synthase F1 subunit gamma', 'ATP5F1C', 'F-ATPase gamma subunit', 'ATP5C1', 'ATP5CL1', 'ATP5C']"
159,O14874,"['BCKD-kinase', '[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial', 'branched chain keto acid dehydrogenase kinase', 'BCKDKD', 'BDK', 'Branched-chain alpha-ketoacid dehydrogenase kinase', 'BCKDHKIN', 'BCKDK', 'EC 2.7.11.4']"
160,Q969S9,"['mEF-G 2', 'Ribosome-releasing factor 2, mitochondrial', 'hEFG2', 'Elongation factor G 2, mitochondrial', 'EFG2', 'MSTP027', 'GFM2', 'MRRF2', 'RRF2mt', 'GTP dependent ribosome recycling factor mitochondrial 2', 'MST027', 'RRF', 'EF-G2mt', 'Elongation factor G2', 'RRF2']"
161,Q9P032,"['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4', 'HSPC125', 'C6orf66', 'Hormone-regulated proliferation-associated protein of 20 kDa', 'MC1DN15', 'HRPAP20', 'NADH:ubiquinone oxidoreductase complex assembly factor 4', 'My013', 'NDUFAF4', 'bA22L21.1']"
162,Q3KQZ1,"['solute carrier family 25 member 35', 'Solute carrier family 25 member 35', 'SLC25A35', '-']"
163,Q02978,"['Mitochondrial 2-oxoglutarate/malate carrier protein', 'OGC', 'PGL6', 'OGCP', 'Solute carrier family 25 member 11', 'solute carrier family 25 member 11', 'SLC20A4', 'SLC25A11']"
164,Q9Y5J9,"['DDP2', 'Deafness dystonia protein 2', 'TIMM8B', 'TIM8B', 'DDP-like protein', 'Mitochondrial import inner membrane translocase subunit Tim8 B', 'translocase of inner mitochondrial membrane 8 homolog B']"
165,Q8IVS2,"['FASN2C', 'NET62', 'MCAT', 'MCT1', '[Acyl-carrier-protein] malonyltransferase', 'fabD', 'EC 2.3.1.39', 'MCT', 'MT', 'Mitochondrial malonyltransferase', 'malonyl-CoA-acyl carrier protein transacylase', 'Malonyl-CoA-acyl carrier protein transacylase, mitochondrial', 'Mitochondrial malonyl CoA:ACP acyltransferase']"
166,Q5T440,"['Putative transferase CAF17, mitochondrial', 'Iron-sulfur cluster assembly factor homolog', 'EC 2.1.-.-', 'C1orf69', 'iron-sulfur cluster assembly factor IBA57', 'SPG74', 'IBA57', 'MMDS3']"
167,Q99623,"['REA', 'BAP', 'prohibitin 2', 'Prohibitin-2', 'Bap37', 'hBAP', 'p22', 'D-prohibitin', 'PHB2', 'PNAS-141', 'Repressor of estrogen receptor activity', 'B-cell receptor-associated protein BAP37', 'BCAP37']"
168,P51398,"['bMRP-10', 'DAP3', 'Death-associated protein 3', 'Ionizing radiation resistance conferring protein', 'DAP-3', 'Mitochondrial small ribosomal subunit protein mS29', 'death associated protein 3', 'MRP-S29', 'MRPS29', 'S29mt', '28S ribosomal protein S29, mitochondrial']"
169,Q9NRP2,"['COX assembly mitochondrial protein 2 homolog', '2310061C15Rik', 'C-X9-C motif containing 2', 'CMC2', 'C16orf61', 'DC13']"
170,A6NFY7,"['LYRM8', 'SDHAF1', 'Succinate dehydrogenase assembly factor 1, mitochondrial', 'LYR motif-containing protein 8', 'succinate dehydrogenase complex assembly factor 1', 'SDH assembly factor 1']"
171,Q9Y2R5,"['Mitochondrial small ribosomal subunit protein uS17m', 'HSPC011', 'MRPS17', 'RPMS17', 'MRP-S17', '28S ribosomal protein S17, mitochondrial', 'mitochondrial ribosomal protein S17', 'S17mt']"
172,Q8IWW8,"['ADHFe1', 'EC 1.1.99.24', 'ADHFE1', 'HMFT2263', 'ADH8', 'Alcohol dehydrogenase iron-containing protein 1', 'alcohol dehydrogenase iron containing 1', 'HOT', 'Fe-containing alcohol dehydrogenase', 'Hydroxyacid-oxoacid transhydrogenase, mitochondrial']"
173,Q9Y697,"['IscS', 'NIFS', 'EC 2.8.1.7', 'HUSSY-08', 'Cysteine desulfurase, mitochondrial', 'NFS1', 'NFS1 cysteine desulfurase']"
174,Q5TEU4,"['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5', 'Putative methyltransferase NDUFAF5', 'NADH:ubiquinone oxidoreductase complex assembly factor 5', 'bA526K24.2', 'C20orf7', 'Arginine-hydroxylase NDUFAF5, mitochondrial', 'MC1DN16', 'dJ842G6.1', 'NDUFAF5', 'EC 2.1.1.-', 'EC 1.-.-.-']"
175,Q9NRX2,"['RPML26', 'MRP-L17', 'MRPL17', 'RPL17L', 'Mitochondrial large ribosomal subunit protein bL17m', 'mitochondrial ribosomal protein L17', '39S ribosomal protein L17, mitochondrial', 'LIP2', 'L17mt', 'LYST-interacting protein 2', 'MRP-L26']"
176,Q9BSH4,"['Coiled-coil domain-containing protein 44', 'CCDC44', 'Translational activator of mitochondrially-encoded cytochrome c oxidase I', 'translational activator of cytochrome c oxidase I', 'Translational activator of cytochrome c oxidase 1', 'TACO1']"
177,Q8IWA4,"['mitofusin 1', 'MFN1', 'hfzo1', 'Mitofusin-1', 'EC 3.6.5.-', 'Transmembrane GTPase MFN1', 'hfzo2', 'Fzo homolog']"
178,Q8NI37,"['protein phosphatase targeting COQ7', 'EC 3.1.3.16', 'TAPP2C', 'PPTC7', 'T-cell activation protein phosphatase 2C-like', 'Protein phosphatase PTC7 homolog', 'T-cell activation protein phosphatase 2C', 'TA-PP2C']"
179,Q9Y3B7,"['39S ribosomal protein L11, mitochondrial', 'MRP-L11', 'L11MT', 'L11mt', 'MRPL11', 'Mitochondrial large ribosomal subunit protein uL11m', 'CGI-113', 'mitochondrial ribosomal protein L11']"
180,P13073,"['COXIV-1', 'Cytochrome c oxidase polypeptide IV', 'COX IV-1', 'COX4', 'Cytochrome c oxidase subunit IV isoform 1', 'COX4-1', 'COXIV', 'COX4I1', 'cytochrome c oxidase subunit 4I1', 'Cytochrome c oxidase subunit 4 isoform 1, mitochondrial']"
181,O75380,"['CI13KDA', 'NADH:ubiquinone oxidoreductase subunit S6', 'Complex I-13kD-A', 'NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial', 'MC1DN9', 'NDUFS6', 'NADH-ubiquinone oxidoreductase 13 kDa-A subunit', 'CI-13kA', 'CI-13kD-A']"
182,Q9BYD1,"['L13', 'RPML13', 'MRPL13', 'L13A', '39S ribosomal protein L13, mitochondrial', 'Mitochondrial large ribosomal subunit protein uL13m', 'L13mt', 'RPL13', 'mitochondrial ribosomal protein L13', 'MRP-L13']"
183,P55809,"['EC 2.8.3.5', 'SCOT', 'OXCT1', 'SCOT-s', '3-oxoacid CoA-transferase 1', 'OXCT', 'Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial', 'Somatic-type succinyl-CoA:3-oxoacid CoA-transferase']"
184,P10606,"['COXVB', 'COX5B', 'Cytochrome c oxidase subunit 5B, mitochondrial', 'cytochrome c oxidase subunit 5B', 'Cytochrome c oxidase polypeptide Vb']"
185,Q15119,"['Pyruvate dehydrogenase kinase isoform 2', 'pyruvate dehydrogenase kinase 2', 'PDKII', 'PDHK2', 'EC 2.7.11.2', 'PDH kinase 2', '[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial', 'PDK2']"
186,P13196,"['5-aminolevulinic acid synthase 1', 'Delta-aminolevulinate synthase 1', 'ALASH', 'ALAS-H', 'ALAS1', 'ALAS', 'ALAS3', 'Delta-ALA synthase 1', '5-aminolevulinate synthase, nonspecific, mitochondrial', 'EC 2.3.1.37', 'MIG4', ""5'-aminolevulinate synthase 1""]"
187,O75394,"['MRP-L33', 'MRPL33', 'L33mt', 'RPL33L', 'mitochondrial ribosomal protein L33', 'C2orf1', '39S ribosomal protein L33, mitochondrial', 'Mitochondrial large ribosomal subunit protein bL33m']"
188,Q9Y2Z2,"['Protein MTO1 homolog, mitochondrial', 'COXPD10', 'MTO1', 'CGI-02', 'mitochondrial tRNA translation optimization 1']"
189,O43766,"['HGCLAS', 'PDHLD', 'Lipoic acid synthase', 'LIP1', 'LIAS', 'lipoic acid synthetase', 'Lipoyl synthase, mitochondrial', 'EC 2.8.1.8', 'HUSSY-01', 'Lipoate synthase', 'LS', 'LAS', 'Lip-syn']"
190,Q16718,"['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5', 'UQOR13', 'NADH:ubiquinone oxidoreductase subunit A5', 'Complex I-13kD-B', 'B13', 'CI-13kB', 'NUFM', 'NDUFA5', 'NADH-ubiquinone oxidoreductase 13 kDa-B subunit', 'Complex I subunit B13', 'CI-13KD-B', 'CI-13kD-B']"
191,O95139,"['CI', 'B17', 'Complex I-B17', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6', 'NADH-ubiquinone oxidoreductase B17 subunit', 'CI-B17', 'NADH:ubiquinone oxidoreductase subunit B6', 'NDUFB6']"
192,O75431,"['Mitochondrial outer membrane import complex protein 2', 'metaxin-2', 'metaxin 2', 'Metaxin-2', 'MTX2']"
193,Q96I99,"['GTPSCS', 'Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial', 'Succinyl-CoA synthetase beta-G chain', 'EC 6.2.1.4', 'GTP-specific succinyl-CoA synthetase subunit beta', 'SUCLG2', 'G-SCS', 'SCS-betaG', 'succinate-CoA ligase GDP-forming subunit beta', 'GBETA']"
194,P10109,"['LOH11CR1D', 'ferredoxin 1', 'FDX1', 'FDX', 'Adrenal ferredoxin', 'Adrenodoxin, mitochondrial', 'ADX', 'Hepatoredoxin', 'Ferredoxin-1']"
195,P53007,"['Tricarboxylate transport protein, mitochondrial', 'CMS23', 'SLC25A1', 'CTP', 'Tricarboxylate carrier protein', 'solute carrier family 25 member 1', 'SEA', 'SLC20A3', 'Citrate transport protein', 'D2L2AD', 'Solute carrier family 25 member 1']"
196,Q9Y2Q9,"['Mitochondrial small ribosomal subunit protein bS1m', 'MRPS35', 'MRPS28', '28S ribosomal protein S35, mitochondrial', 'mitochondrial ribosomal protein S28', 'S35mt', '28S ribosomal protein S28, mitochondrial', 'MRP-S35', 'COXPD47', 'HSPC007', 'MRP-S28', 'S28mt']"
