Cluster ID,,Cluster name,Size,Cluster members,Organisms,Length,Identity,Organism IDs
UniRef90_Q15118,partially reviewed and UniParc,"Cluster: [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",146,Q15118; Q63065; Q8BFP9; B7Z7N6; Q53R49; C9JKT3; G5ALR0; F6VC58; A0A5G2QQ85; A0A4X1URM4; M3XE07; A0A2K5Q6Z6; A0A7J8FST3; A0A2Y9IZQ8; A0A3Q7V8A0; A0A452SGX9; A0A6J0A725; A0A2K6ENG0; U3FE81; A0A2Y9DIY2; A0A6P4XF30; A0A6P6IP93; F1S069; A0A673VIG9; A0A2K5Q6Y4; A0A6J3J1W7; A0A7J7E4L9; A0A3Q2HPS4; A0A671DNC8; A0A2K6RN94; A0A2K6M4F7; A0A2I3GW49; A0A6J2LCQ5; A0A7J8JJP9; A0A7J8JJ82; A0A250YHZ2; A0A6P3Q7Z9; L5JZE1; A0A2K5YJ58; A0A2J8VQZ3; F7GNV0; H9F9B2; A0A6J2CPA9; A0A2U3WG77; A0A2K5VE96; A0A286X866; A0A096NZK7; A0A2Y9I3S6; A0A7F8RE65; A0A2K5MFA9; A0A2K5JT35; H2QIZ6; A0A6D2WTQ5; A0A2R9CDP6; A0A2K6E898; A0A3Q7NRT1; A0A0D9RQF9; A0A287D6R3; A0A5E4BU80; H0XBW3; F1MA54; A0A6I9KWM2; A0A1U7Q704; Q5FVT5; Q8R2U8; A0A6P5RA73; A0A2I3LRB3; A0A4X2LP23; A0A2K6SE66; A0A2K6SE63; A0A6P5KQU0; A0A6P5KPF7; I3M7Z3; A0A2K5MFB5; G3WYX4; A0A2K5YJ94; H0VCC9; F7B2I0; A0A2K6SE67; A0A2K6SE93; A0A3L7HGC0; M3XP41; A0A384BSY8; G9KFU1; G3GUB9; A0A0D3L3Q2; UPI0001593A79; UPI0018F28AA5; UPI000B512A61; UPI0013F340F4; UPI000DC66AAF; UPI00187BEE3B; UPI00187ACF23; UPI000643AFE6; UPI00042BDDF2; UPI00045E364E; UPI0011555EAB; UPI0018A0934A; UPI001493DF1B; UPI00080A62B4; UPI00189EEB46; UPI001890AC5A; UPI00193C9706; UPI0003ACD874; UPI00071A75B3; UPI000350140D; UPI00156BFB73; UPI000C2ADA3B; UPI00049086AE; UPI0003AB6CDE; UPI00033320F8; UPI00038EC1AA; UPI00038E9B58; UPI0005F5712B; UPI0005F3625E; UPI0013F1DC0D; UPI001659178F; UPI0003ABA194; UPI000762BD00; UPI000E55E7EE; UPI00141B766A; UPI000B4F4E7D; UPI000B4E89CC; UPI0010A135B9; UPI000F749706; UPI000154D6B7; UPI000154D6BB; UPI0013F2BB8A; UPI00109F0812; UPI00167F410C; UPI0000476AC5; UPI001486857E; UPI0012627A2F; UPI0012625B8F; UPI001B34A23E; UPI00187693CA; UPI00187A07FA; UPI0008136D0C; UPI00038C28EC; UPI0018E36948; UPI000A311533; UPI00186B3EC6; UPI0010866E8E; UPI000F333B01; UPI000454996C; UPI00093A63CC,Homo sapiens (Human); Rattus norvegicus (Rat); Mus musculus (Mouse); Heterocephalus glaber (Naked mole rat); Callithrix jacchus (White-tufted-ear marmoset); Sus scrofa (Pig); Felis catus (Cat) (Felis silvestris catus); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus); Enhydra lutris kenyoni,436,90%,9606; 10116; 10090; 10181; 9483; 9823; 9685; 2715852; 27622; 391180; 116960; 9643; 32536; 379532; 127582; 9691; 9696; 37032; 9515; 77932; 9796; 59479; 61622; 61621; 61853; 89673; 9407; 51338; 132908; 9402; 9568; 9601; 9544; 9704; 9708; 9541; 10141; 9555; 29088; 9713; 9531; 336983; 9598; 9597; 9545; 34884; 60711; 43179; 9995; 30611; 230844; 10036; 10089; 29139; 39432; 38626; 9305; 13616; 10029; 9669; 29073; 187003; 9615; 37293; 76717; 286419; 9417; 192404; 30608; 74533; 1230840; 27675; 9646; 50954; 9798; 9793; 9715; 591936; 9986; 51337; 34839; 81572; 9711; 9994; 9999; 54180; 10047; 10041; 10117; 491861; 38674; 61156; 35658; ; 143292; 9974; 79684; 1047088; 10093; 9337; 36723; 186990
UniRef90_Q13405,partially reviewed and UniParc,"Cluster: 39S ribosomal protein L49, mitochondrial",57,Q13405; Q5R8X0; Q4R5K7; A0A024R578; A0A0D9R5P2; M3YLC3; F6ZWE1; A0A2K5YNX1; A0A340XKZ1; U6CYR6; A0A452R9R4; A0A2K5XT27; A0A6J3I9W5; A0A6D2XFW4; H2Q423; A0A2R9BNA8; A0A096N123; A0A2K5EMR7; U3ANS0; G7PPJ1; A0A673UJY5; E2RSI0; A0A3Q7SWJ2; A0A2K6RPW6; A0A2K6L6V3; A0A2K5K2S2; G1R0D9; A0A2K5P0P3; G7NCF7; I7G8B7; A0A2K6D5C6; A0A2K6GHX6; A0A384DJH2; A0A3Q7UFR7; A0A2K5PIS0; A0A2K6TZF4; A0A7J7FJN5; A0A2J8TZ88; A0A2I2YN15; A0A2Y9JMH4; A0A0D9S9F2; A0A158SIR6; A0A6J3RQP9; UPI00141B3DD0; UPI00141BD153; UPI000C2B1F27; UPI0013F3642B; UPI00122D9751; UPI0018B06E93; UPI001386995E; UPI0003AB8159; UPI0018B05966; UPI0005F508FB; UPI001363BA77; UPI00062BED61; UPI001093378B; UPI00083BA9D6,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Mustela putorius furo (European domestic ferret) (Mustela furo); Macaca mulatta (Rhesus macaque); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Lipotes vexillifer (Yangtze river dolphin); Neovison vison (American mink) (Mustela vison); Ursus americanus (American black bear) (Euarctos americanus),166,90%,9606; 9601; 9541; 60711; 9669; 9544; 9568; 118797; 452646; 9643; 9515; 9598; 9597; 9555; 37293; 9483; 37032; 9615; 9627; 61622; 61621; 336983; 61853; 9531; 9545; 379532; 29073; 116960; 2715852; 39432; 77932; 9595; 391180; 9739; 54180; 591936; 76717; 36723; 9565; 81572; 9733
UniRef90_P14406,partially reviewed and UniParc,"Cluster: Cytochrome c oxidase subunit 7A2, mitochondrial",8,P14406; H0UI06; A0A6D2X1Z4; K7B1V3; A0A2R8ZCQ5; UPI00102D67B6; UPI001237A0F6; UPI001ADDC2D2,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Klebsiella pneumoniae; Staphylococcus aureus,83,90%,9606; 9598; 9597; 573; 1280
UniRef90_Q9H061,partially reviewed and UniParc,Cluster: Transmembrane protein 126A,30,Q9H061; Q5RAY9; H2Q4I1; A0A6D2XGY2; A0A2R9AB75; A0A2J8MC25; Q9H061-2; A0A2K6N5T0; A0A2K6NUF2; G1S320; A0A2J8S9S3; A0A2J8S9Q8; A0A2K5YWA9; A0A2K5IL16; G3RZH3; A0A096N341; A0A0D9QUL5; A0A2K5LBA2; A0A2K6C6Y4; F6W686; A0A5F8APF9; G7PND4; A0A2K5UA57; UPI00141B6724; UPI0005334E28; UPI001362762A; UPI000DC19254; UPI000C29F8F6; UPI0005F458DC; UPI000DC174CE,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Colobus angolensis palliatus (Peters' Angolan colobus); Gorilla gorilla gorilla (Western lowland gorilla),195,90%,9606; 9601; 9598; 9597; 61621; 61622; 61853; 9568; 336983; 9595; 9555; 60711; 9531; 9545; 9544; 9541; 54180; 81572; 9565; 591936
UniRef90_Q86YB7,partially reviewed and UniParc,"Cluster: Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",7,Q86YB7; Q8WY60; B7Z7N0; UPI001362CD16; UPI00122D93FB; UPI0013647A78; UPI00122DA8C1,Homo sapiens (Human); Hylobates moloch (Silvery gibbon); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),292,90%,9606; 81572; 61853
UniRef90_P53701,partially reviewed and UniParc,Cluster: Holocytochrome c-type synthase,33,P53701; A0A024RBY9; A0A6D2XTC7; K7DKZ2; A0A2R9CDG4; A0A6J3IGY8; G3QWL4; A0A0D9RRW9; G1RCK8; A0A2K5ZWX7; A0A2K5BZC8; G7NS87; A0A5S6R9M1; A0A2K6S7G3; A0A2K6PM53; A0A2K5HLE2; A0A2K5R3K9; F6XSM6; A0A2K6BMQ3; I7GNR9; Q68D50; A0A6D2XV65; A0A2J8W4N7; Q5RFC3; A0A096N1A6; A0A2K5MRS7; A0A2K5UQT0; G7Q275; A0A2K6MK90; H2QYA2; UPI00141B394E; UPI0013F184CD; UPI0005F53493,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Sapajus apella (Brown-capped capuchin) (Cebus apella); Gorilla gorilla gorilla (Western lowland gorilla); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Aotus nancymaae (Ma's night monkey); Macaca mulatta (Rhesus macaque),268,90%,9606; 9598; 9597; 9515; 9595; 60711; 61853; 9568; 37293; 9544; 39432; 61622; 336983; 2715852; 9483; 9545; 9541; 9601; 9555; 9531; 61621; 54180; 81572
UniRef90_P31937,partially reviewed and UniParc,"Cluster: 3-hydroxyisobutyrate dehydrogenase, mitochondrial",147,P31937; Q5R5E7; Q2HJD7; A0A024RA75; H2R5F7; A0A6D2WTY9; A0A2R9CNE8; G1RYC1; G3RBS7; A0A3Q7P5G3; A0A2U3XNN8; A0A2Y9H0Y2; A0A2U3VQE9; A0A2U3ZCV2; A0A6J2FE14; A0A4X1TPH9; A0A2Y9JDE6; A0A2K5PQ23; A0A6J3IL70; A0A7J7TNA1; A0A6P7E1E3; A0A452E7X5; A0A6I9I1S6; A0A5N4DXL8; A0A452S903; H9ESZ0; A0A2K5NKJ2; M3Y0H2; G9K4A7; A0A2K5D1X6; A0A6J0VPH1; A0A1S2ZMK1; A0A671GAX2; B2KIN3; A0A250YFY9; A0A250YEP9; A0A2J8VDR4; A0A4W2HS31; A0A6P3IGZ0; A0A6P5BK92; W5PHR0; F6XXT9; U3E3J0; A0A5F4C3M3; A0A6J2BIM5; A0A7J7V333; A0A7J7V3L0; F1PYB6; A0A3Q7RV32; H0WGE1; A0A480TRX8; A0A0B8S072; A0A2K5Y5U6; A0A0D9RPC9; L8I240; A0A452DU93; A0A6J3QJL0; A0A2K6EW12; A0A0P6J8T6; G5BD58; A0A2K6NKB0; A0A2K6K1X5; A0A2K5ITM5; G7MLL4; U3BLP7; A0A6J2MVJ7; A0A7E6CJD9; A0A2K6UNZ0; G1PB98; S7PCU3; G1LGZ3; A0A3Q7WR60; A0A3P4M558; F6W2R9; A0A096N6A2; A0A7N9CGC0; A0A2K6BS72; A0A6P3EVK2; A0A4W2CR81; A0A452E7T3; A0A5F8AIW1; A0A5F9DQB1; U6D584; A0A7J8D5S5; A0A7J7V3A0; A0A384BQX0; A0A6P3QLZ6; A0A7J8D6E0; A0A5G2QKU9; A0A6G1AJ46; A0A091DKA6; G7P0I2; D2GVB5; I3M3L9; A0A5E4ATG5; UPI001016D39A; UPI0006430FAF; UPI0018796592; UPI0018796CA6; UPI0003AB6FC0; UPI0005F4AF69; UPI00046B8188; UPI00141A7DD7; UPI00038EDA4C; UPI00187BC80F; UPI00187CC9DD; UPI001A9F2ECC; UPI0003330190; UPI00032AE7AF; UPI00033442E7; UPI00165A06F2; UPI0005F56B30; UPI0005F532EE; UPI00071A5EDF; UPI0015F12C61; UPI00093AFDD1; UPI0001C62575; UPI001B353A8A; UPI0002C66748; UPI00189C7C82; UPI00189D7091; UPI0003317F48; UPI00187944AA; UPI0013F2DE24; UPI0005F534DF; UPI0005F4BEE5; UPI0005402C34; UPI00193D3F40; UPI00193E6BF4; UPI001395D0EC; UPI0018773053; UPI000813ADDA; UPI0018F3257E; UPI00034FEB6A; UPI0003BC03A8; UPI0003C8A61E; UPI0004ED5BFA; UPI00159D6515; UPI0004D0A709; UPI000B53CCDD; UPI0003C8D980; UPI0003EBFE8D; UPI0000E27FEB; UPI0000D4FBCD; UPI0007686723; UPI00122D90E3; UPI000762745D,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Bos taurus (Bovine); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Gorilla gorilla gorilla (Western lowland gorilla); Callorhinus ursinus (Northern fur seal); Leptonychotes weddellii (Weddell seal) (Otaria weddellii); Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi),336,90%,9606; 9601; 9913; 9598; 9597; 61853; 9595; 34884; 9713; 29088; 9708; 9704; 9823; 391180; 2715852; 9515; 59472; 9940; 9925; 30538; 9838; 9643; 9544; 9531; 9669; 37293; 9880; 9365; 59479; 51338; 30522; 43346; 9915; 9796; 9483; 9615; 51298; 9627; 30611; 9825; 9568; 60711; 72004; 9739; 379532; 10181; 61622; 61621; 336983; 89673; 39432; 59463; 109478; 9646; 116960; 48420; 9555; 9541; 9545; 10160; 9986; 452646; 9407; 29073; 132908; 9678; 885580; 43179; 9995; 34886; 30608; 192404; 29078; 54180; 34839; 9417; 51337; 9978; 143302; 9711; 9793; 286419; 186990; ; 73337; 27675; 42254; 9974; 76717; 9720; 143292; 419612; 1026970; 482537; 246437; 225400; 9402; 9994
UniRef90_P49406,partially reviewed and UniParc,"Cluster: 39S ribosomal protein L19, mitochondrial",44,P49406; Q5R8M4; A0A2R9C8M3; A8K5D5; B4DIG4; H7C2J0; S4R3W9; A0A2J8KV88; F6Y883; A0A2K5VJ49; A0A2K6RJX9; A0A2K6L9K2; G1QKB4; A0A0D9SEF4; A0A2J8SF01; A0A2J8SF03; A0A2J8SF08; A0A2J8SF13; H2P5P8; A0A096MVX2; A0A2K5LNN1; A0A2K5YKV1; A0A0D9RTH6; A0A2I2Z2F3; H2QI77; A0A6D2X6E5; A0A2J8KV83; G7NAG1; A0A663D9N0; A0A2K5VJ67; A0A2K6D5P2; G8F3A1; A0A2K5JYN1; UPI001093374A; UPI0000D579CB; UPI0018B04489; UPI0018B0EB1D; UPI00123E5517; UPI001560328D; UPI0012AD38C9; UPI00141A6C6A; UPI000E6B22F9; UPI0013631B1C; UPI0005F40B13,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pan troglodytes (Chimpanzee); Macaca mulatta (Rhesus macaque); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus),292,90%,9606; 9601; 9597; 9598; 9544; 9541; 61622; 61621; 61853; 60711; 9555; 9531; 9568; 9595; 9545; 336983; 9913; 54180; 591936; 81572
UniRef90_Q9P0J6,partially reviewed and UniParc,"Cluster: 39S ribosomal protein L36, mitochondrial",12,Q9P0J6; D6RB74; A0A2J8JXZ9; H2QQL3; A0A6D2WE70; A0A2R8ZJI9; G1RK36; A0A2J8TLY9; UPI0004F03D26; UPI00122D50F8; UPI0013627FD5; UPI00122D5D34,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Hylobates moloch (Silvery gibbon),103,90%,9606; 9598; 9597; 61853; 9601; 81572
UniRef90_Q5SVS4,partially reviewed and UniParc,Cluster: Kidney mitochondrial carrier protein 1,81,Q5SVS4; Q8HXE3; B3KTE8; Q5SVS4-2; A0A5F4CBQ7; D2H0J8; A0A3Q7T7J8; F1PLS7; A0A5F4BSM6; H2NJT5; A0A2J8VSM4; A0A2J8VSP2; K7A9I0; A0A2J8VSN9; A0A2R8Z7X6; A0A2J8VSM1; A0A3Q7PAS6; A0A3Q7P9Z7; A0A6J2CVD9; A0A384DDF6; A0A452SL40; A0A384DE36; A0A3Q7W331; A0A7N5KLM6; A0A0P6K331; G5C906; A0A1D5QPB5; A0A0D9RYV3; A0A6P4VYQ4; A0A2Y9DL84; Q25HL5; G3SNN7; A0A7J7ZMH2; A0A096N7X8; A0A2K5DF72; H0X528; A0A6J2MSK4; A0A673T3E1; A0A1U7U4W6; G3SDP1; A0A2U3WIK4; B3KSR0; A0A6I9J5D6; G7NK28; A0A5F7ZBG5; A0A2K5VAR2; A0A2K6CL85; A0A2K6EY15; A0A7N5JTH9; G1SV42; A0A2K5MEH3; A0A2K6S9I5; A0A2K6PL88; A0A2K6JY41; UPI0004F00620; UPI00155F8E86; UPI00156135E0; UPI00038E9DFD; UPI00093DBE12; UPI0018B0C66C; UPI001873495B; UPI0018799134; UPI00053FFB46; UPI00053F5EAF; UPI0006432905; UPI0003347979; UPI000C812FE8; UPI00174F130D; UPI00188E742C; UPI0006259700; UPI0003F0C6F0; UPI001879B644; UPI0007A6AF7C; UPI00045DD100; UPI0005F4509D; UPI0005F38FFF; UPI000DC18E83; UPI0012373606; UPI001ADF105F; UPI0006436831; UPI0003AE1A26,Homo sapiens (Human); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Canis lupus familiaris (Dog) (Canis familiaris); Ailuropoda melanoleuca (Giant panda); Vulpes vulpes (Red fox); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Callorhinus ursinus (Northern fur seal); Zalophus californianus (California sealion),291,90%,9606; 9541; 9615; 9646; 9627; 9601; 9598; 9597; 34884; 9704; 29073; 9643; 116960; 10181; 9544; 60711; 9691; 127582; 9785; 59472; 9555; 37293; 30611; 89673; 37032; 1868482; 9595; 9708; 185453; 9545; 379532; 9986; 9531; 39432; 61622; 61621; 34839; 186990; 143292; 9974; 885580; 30608; 143302; 50954; 28737; 192404; 291302; 1230840; 9565
UniRef90_Q02338,partially reviewed and UniParc,"Cluster: D-beta-hydroxybutyrate dehydrogenase, mitochondrial",27,Q02338; A0A384MTY4; C9JQ90; C9JEB9; A0A2J8JNB4; C9JB83; A0A2J8JND5; A0A0G2JRX6; K7B3L3; A0A6D2XMT9; A0A2J8JNA8; A0A2R9AZ51; A0A2J8JNE0; A0A2J8JND3; A0A2J8JNC8; E9PCG9; C9K0G7; A1E284; A0A2J8R0A9; A0A2J8JNB9; C9JM78; UPI0006C950FD; UPI0005CFF745; UPI000020AF49; UPI0007DC7141; UPI0000E2019C; UPI0005D03B2B,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),343,90%,9606; 9598; 9597; 9601
UniRef90_O95363,partially reviewed and UniParc,"Cluster: Phenylalanine--tRNA ligase, mitochondrial",32,O95363; R4GMX6; A0A2K6P696; A0A6D2XHM3; H2PHU2; A0A2J8WMN3; A0A2K5KB99; G3R851; G2HF49; G1RL75; A0A6J3FL17; A0A2R8MD34; A0A6J3FK23; A0A5F7ZV31; A0A2K5C1Y4; UPI001260227F; UPI00141BDFC8; UPI00122DB1AD; UPI0013645F88; UPI0012376734; UPI00141BC193; UPI000C2A4689; UPI000274330F; UPI00123747BD; UPI000181D2FF; UPI0004F0190C; UPI0004F0B245; UPI00126019CB; UPI000A1C7A46; UPI000A1C7A01; UPI000A1C7A3A; UPI000A1C7A6A,Homo sapiens (Human); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Colobus angolensis palliatus (Peters' Angolan colobus); Gorilla gorilla gorilla (Western lowland gorilla); Pan troglodytes (Chimpanzee); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Sapajus apella (Brown-capped capuchin) (Cebus apella); Callithrix jacchus (White-tufted-ear marmoset); Macaca mulatta (Rhesus macaque),451,90%,9606; 61622; 9601; 336983; 9595; 9598; 61853; 9515; 9483; 9544; 37293; 54180; 81572; 591936; 9597
UniRef90_O75027,partially reviewed and UniParc,"Cluster: Iron-sulfur clusters transporter ABCB7, mitochondrial",146,O75027; A0A096MXT6; A0A0D9RET1; A0A7N5K050; D2I6X5; A0A0P6JAN4; G5BNT2; A0A2K6DSB1; A0A2Y9G1E4; A0A2Y9RFX2; A0A2Y9DTR9; F6RUB1; K7BWZ4; A0A6D2Y6J4; A0A2R9AL60; O75027-2; A0A0S2Z2Z3; E9PNQ5; A0A6D2XQS1; A0A2J8UT31; G7NS55; A0A2K6DSA7; A0A1D5QCH7; G7Q326; H9F0L7; A0A2K5KJY9; G3RI18; F7D6Y8; A0A673VL42; M3WBN6; A0A6P3FK36; A0A2K5Y8X4; A0A2K5HGF0; G3T2I4; A0A2J8JD09; A0A2K5QC87; A0A6J3FN88; A0A667HVA3; A0A485PKD8; A0A6I9KII9; A0A2J8UT35; F7HSU9; I3MH46; A0A5E4CY24; A0A2K6TC09; A0A2K5E3Z9; A0A6J3FN62; U3DYY2; A0A6P3RBU6; A0A6I9KFL2; A0A2K6TC00; A0A1S2ZXJ9; A0A6J3FP62; B3KM98; A0A2I3MAT9; A0A2K5Y8Y6; A0A3Q7RDA9; A0A5F4CF56; A0A673V9J8; A0A452V9E9; B4DGL8; A0A2J8JCZ2; A0A2J8UT30; F6SYZ0; A0A590UJS8; A0A7N5JHK5; A0A673VLQ5; A0A250YKR7; A0A6J2ZZV5; A0A671DGW9; A0A3Q7SNF9; A0A2R8Y473; Q2PFV1; A0A5E4CY68; A0A5E4CY63; A0A2K6R8S2; UPI0018B02AB5; UPI000DC16C25; UPI000DC179ED; UPI0005F4CD43; UPI00083F4789; UPI0018B0EB60; UPI0003AB9219; UPI0014944A9E; UPI001494AA60; UPI00034F2C5F; UPI000A34A98B; UPI000FFC1465; UPI000DC19545; UPI0005F37BA8; UPI000DC189A1; UPI0005F3F352; UPI0005F54263; UPI000DC191E2; UPI0005F3F6EA; UPI001B3534C3; UPI001B3508FE; UPI0001FA3715; UPI00141B546D; UPI0005F55964; UPI000989CF41; UPI00032B2096; UPI00122D514F; UPI00054069E5; UPI000980DD12; UPI000EAAE203; UPI00187AA116; UPI0001CE155A; UPI00027FAAE5; UPI0005F49BD4; UPI00062549F1; UPI0012378F4E; UPI00167F5820; UPI00032AE0F7; UPI00045DADF8; UPI001B346F47; UPI000E55E5FC; UPI00109F3741; UPI00123E8064; UPI0013F27DC5; UPI00187588FB; UPI00159EEE9E; UPI00038EF47F; UPI0005F3FB65; UPI000BAA1F8A; UPI00034FCE7D; UPI00122DAA6D; UPI001879E33D; UPI0005F55BB1; UPI0005F3B0AE; UPI001873A294; UPI0006250744; UPI000DC16A93; UPI0005F365E0; UPI0018754C40; UPI001879B7E5; UPI0000EE5FBD; UPI0007DBC023; UPI0018B0A154; UPI0007622710; UPI0012374507; UPI000E6B4D31; UPI000E6B22BB; UPI0009820021; UPI000FFF9436; UPI00123734F0,Homo sapiens (Human); Papio anubis (Olive baboon); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Ailuropoda melanoleuca (Giant panda); Heterocephalus glaber (Naked mole rat); Macaca nemestrina (Pig-tailed macaque); Trichechus manatus latirostris (Florida manatee); Macaca mulatta (Rhesus macaque); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo),752,90%,9606; 9555; 60711; 9646; 10181; 9545; 127582; 9544; 9598; 9597; 9601; 9541; 9531; 9595; 9796; 37032; 9685; 10160; 9568; 336983; 9785; 2715852; 9515; 61383; 191816; 185453; 9483; 43179; 9995; 39432; 37293; 132908; 9365; 9627; 9615; 29073; 51338; 30538; 59479; 61622; 9565; 246437; ; 54180; 30608; 9978; 61853; 79684; 9974; 9986; 38674; 1230840; 9999; 491861; 81572; 143292; 34839; 9994; 591936; 93162
UniRef90_Q13505,partially reviewed and UniParc,Cluster: Metaxin-1,56,Q13505; Q4R3I0; A0A2J8Q2U4; Q13505-3; G3R1N9; A0A096NFT1; A0A0D9S590; U3CCB8; F6Y7S9; A0A2K6U8F5; U3D2E9; A0A2K5Q4Z4; A0A2I2ZE46; G1RMP7; H2N5H6; A0A2K6N403; A0A2J8Q2T9; F6WSI0; A0A2K5VH35; A0A2J8VGB5; A0A2J8VGC1; G7MDW6; A0A2I3HTI4; A0A2K5E3Q8; Q13505-2; A0A2J8VGC8; A0A7N9CCJ0; A0A2I3HBX5; A0A2J8Q2U3; A0A2K6N3X9; A0A2K5Q500; A0A2I2YXV9; A0A2K5E3T9; A0A2K5ML83; A0A7N9CM78; A0A2K6DD04; A0A2K5IH33; A0A2K6DD08; H9F5X0; UPI000CEF5E60; UPI00123734DE; UPI000DC16775; UPI00083C0FA1; UPI0012AE8511; UPI0012AE790F; UPI0006259A4D; UPI000E6AEA9D; UPI00080A7174; UPI00123EAD73; UPI00155F7107; UPI00122D6EE2; UPI00141A8211; UPI000E6B3EAE; UPI0005F5061F; UPI0005F5481E; UPI0010A23069,Homo sapiens (Human); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Pan troglodytes (Chimpanzee); Gorilla gorilla gorilla (Western lowland gorilla); Papio anubis (Olive baboon); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Callithrix jacchus (White-tufted-ear marmoset); Saimiri boliviensis boliviensis (Bolivian squirrel monkey); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),466,90%,9606; 9541; 9598; 9595; 9555; 60711; 9483; 39432; 2715852; 61853; 9601; 61621; 9544; 37293; 9531; 9545; 336983; 61622; 9565; 591936; 9597; 54180
